sentence,sentiment,topic,is_augmented
thầy rất tận tâm trong công việc giảng dạy .,2,0,False
Thời gian học môn này hơi bị ít ạ.,0,1,True
giảng viên nên cho sinh viên lựa chọn các nền tảng để phát triển game chứ không nhất thiết phải chọn nền tảng directx trên c .,0,0,False
Nên chuyển sang thi trắc nghiệm để kiểm tra được nhiều kiến thức hơn.,0,1,True
"hệ thống máy tính quá tệ , thua cả hệ thường trong khi em học chất lượng cao .",0,2,False
"có ví dụ trực quan , sinh động .",2,0,False
cô là giáo viên có tâm và nhiệt huyết nhất em từng gặp .,2,0,False
"giảng viên luôn bận họp , cả khóa học chỉ học được vài buổi .",0,0,False
"dạy dễ hiểu , nhiệt tình , tuyệt vời .",2,0,False
"hướng dẫn tận tình , cho ví dụ minh họa hay .",2,0,False
"thầy giáo cung cấp các tài liệu đọc thêm , giải đáp thắc mắc của sinh viên cũng như giảng dạy rất tận tình .",2,0,False
"Quạt phòng học bị hỏng, nóng chịu không nổi.",0,2,True
không nhàm chán .,2,3,False
thầy có kiến thức rất rộng và dạy nhiều kiến thức hay .,2,0,False
"thời gian hoàn thành đồ án quá gấp rút , khi chưa học được gì cũng phải hoàn thành tất cả các nội dung trong đồ án để nộp đúng hạn , mà nội dung toàn những phần chưa học , chưa hiểu .",0,1,False
thầy nghiêm khắc nhưng rất nhiệt tình !,2,0,False
Cần nhấn mạnh hơn những phần quan trọng để sv dễ nắm bắt và tìm hiểu thêm.,0,1,True
"giảng viên rất nhiệt tình , giảng dạy khá kỹ càng .",2,0,False
cô làm việc rất có trách nhiệm .,2,0,False
"rèn luyện được kỹ năng giao tiếp , mạnh dạng đứng trước lớp nói tiếng anh .",2,1,False
"thầy hay khó chịu , không tận tâm , nhiệt tình .",0,0,False
"đôi phần giảng viên nói nhanh , và sửa bài tập thì chữ ghi lại khá nhỏ ( ngồi xa bảng sẽ khó thấy ) .",0,0,False
"Các hoạt động trên lớp đa dạng, không bị gò bó, giúp sv thoải mái và sáng tạo hơn.",2,1,True
"Phòng thực hành của khoa mạng máy tính mà mạng mẽo chập chờn, máy thiếu trầm trọng, phòng thì bé tí.",0,2,True
"Môn học cần nêu rõ lý do, ứng dụng thực tế để tạo hứng thú cho sv, kiểu như mấy bài toán thuật toán thông minh trong game hay ứng dụng thực tiễn để tụi em tự tìm tài liệu học.",0,1,True
Môn này bài tập nhiều với khó quá trời.,0,1,True
"chuẩn bị đầy đủ các phần mềm , chương trình cần thiết sẵn trong các phòng thực hành phù hợp với đặc trưng môn học .",1,2,False
"Môn này học rất chất lượng, em hài lòng lắm.",2,1,True
"nên có phần thực hành về tìm hiểu phần cứng , các bộ phận trong máy tính .",0,1,False
"Mấy ví dụ đưa ra dễ hiểu, dễ áp dụng ghê.",2,1,True
có thêm các tài liệu tham khảo .,0,1,False
không có buổi học bù nào .,0,1,False
thầy wzjwz174 ít cho bài tập về nhà .,0,0,False
thầy không dạy gì khi đến lớp .,0,0,False
giảng viên cần cho ví dụ nhiều hơn .,0,0,False
mong phòng đào tạo phản hồi lại với thầy để thầy dạy tốt hơn .,0,1,False
"thầy nhiệt tình vui tính , dạy dễ hiểu .",2,0,False
"Lý thuyết còn quá mơ hồ, cần thực tế hơn.",0,1,True
thầy đảm bảo phần kiến thức truyền đạt .,2,0,False
"giảng viên giảng dạy rất nhiệt tình , luôn đến lớp đúng giờ , quan tâm đến việc học tập của sinh viên .",2,0,False
"giảng viên đảm bảo giờ lên lớp , tận tâm .",2,0,False
phòng lab nên được cải thiện .,0,2,False
"giải thích rõ vấn đề , hướng dẫn rõ .",2,0,False
"môn lập trình hướng đối tượng nên cập nhật thêm những nội dung mới , dễ hiểu và giảng giải cụ thể hơn .",0,1,False
"giảng viên không thân thiện quá khắc khe , gây cảm giác lo lắng , sợ hãi cho sinh viên .",0,0,False
"giảng viên lần đầu giảng dạy , chưa có nhiều kinh nghiệm truyền đạt .",0,0,False
chưa ổn .,0,3,False
Thầy cô nên dùng bảng với phấn nhiều hơn slide.,0,1,True
thầy cho khá nhiều bài tập và cách giải nhiều bài .,2,0,False
Môn học nên bổ sung phần SQL kết hợp C để lập trình csdl.,0,1,True
mong thầy có thể làm slide kỹ lưỡng và dễ hiểu hơn .,0,0,False
tăng thời gian thực hành .,0,1,False
vui vẻ giảng dạy nhiệt tình .,2,0,False
"Lịch học các buổi không liền mạch, kiến thức cứ bị rời rạc, chắp vá sao ấy.",0,1,True
Việc kiểm tra được thực hiện thường xuyên.,1,3,True
cho thêm bài tập và cập nhật thông tin môn học trên moodle .,0,1,False
khả năng tương tác chưa tốt .,0,0,False
"thầy dạy dễ hiểu , cho nhiều ví dụ sinh động .",2,0,False
"Nhiều lúc em thấy bài giảng hơi khó hiểu, tiếp thu chậm.",0,1,True
"câu em nghe nhiều nhất ở môn này là doubledot bài trên courses đó , kéo về làm đi , có gì không hiểu thì hỏi , em cũng làm đầy đủ , không cần hỏi nhiều vì trên mạng có hết , nhưng mà học xong môn thực hành , em không rõ nó có mục đích gì .",0,0,False
thầy nhiệt tình năng động .,2,0,False
"Vào lớp cứ thấy lạ lạ, như đi nhầm chỗ.",1,3,True
nên có hướng dẫn chi tiết hơn .,0,0,False
Lớp chất lượng cao mà thiết bị cứ thiếu thốn sao á.,0,2,True
nhiều bài tập .,0,1,False
cùng sinh viên giải nhiều bài tập .,2,0,False
"Các máy móc ở phòng thực hành hỏng gần hết, gây khó khăn cho sv.",0,2,True
"nhiệt tình , vui vẻ hòa đồng với sinh viên .",2,0,False
Em không có ý kiến gì khác.,1,3,True
Nên tổ chức nhiều HĐ giao tiếp TA hơn ạ.,0,1,True
học anh văn không nên quá theo một khuôn mẫu .,0,1,False
Tiếng ồn từ công trường bên cạnh phòng học rất khó chịu.,0,2,True
giáo viên truyền được cảm hứng ưa thích môn học và thường xuyên liên lạc đến các vấn đề xã hội ngoài môn học .,2,0,False
"Mấy bài lab thực hành khó hiểu quá, mong được biết trước để sv nghiên cứu.",0,1,True
"Cơ sở vật chất cần cải thiện hơn, máy chiếu mờ quá ảnh hưởng cả thuyết trình lẫn gv giảng bài.",0,2,True
Một số phòng học quạt đã bị hỏng.,0,2,True
"để cải tiến chất lượng môn học , em hi vọng nhà trường tăng thời lượng cho môn này , vì thực sự môn này còn nhiều vấn đề nhưng không đủ thời gian để dạy .",0,1,False
giảng viên có tương tác với giáo viên .,2,0,False
"mong giáo viên có thể giải tham khảo đề thi các năm , hoặc các dạng câu hỏi của anh văn .",0,0,False
sau khi thi kỳ thi cuối kỳ vừa rồi .,1,1,False
"tiết thực hành nên tập trung vào đồ án , những cái chưa làm được .",0,1,False
không cứng nhắc trong cách cho điểm .,0,0,False
"Kiến thức còn dàn trải, chưa có trọng tâm rõ ràng.",0,1,True
"Kính mong trường cải thiện mấy cái máy chiếu với hệ thống âm thanh, giờ vẫn còn trục trặc nhiều lắm.",0,2,True
thầy đưa deadline trễ và không rõ ràng .,0,0,False
thang điểm kiểm tra bài thực hành dễ gây ức chế .,0,1,False
giảng viên nhiệt tình và tận tâm trong việc giúp sinh viên nắm được kiến thức .,2,0,False
không có colonsmile .,1,3,False
"giảng dạy nhiệt tình , đảm bảo đầy đủ giờ lên lớp .",2,0,False
Do đa số sv học không nhiệt tình nên khó theo kịp bài.,0,3,True
không đảm bảo giờ giấc lên lớp .,0,0,False
đưa ra đồ án chưa hoàn toàn phù hợp với hình thức học thực hành .,0,1,False
Em ko đồng ý với việc thi lập trình trên giấy đâu.,0,1,True
"Thông báo lịch thực hành gấp quá, hôm nay báo mai học thì sv khó sắp xếp việc riêng ạ.",0,1,True
"Thầy yêu cầu bài tập chuẩn xác quá, tụi sv khó đạt để qua môn.",0,1,True
"thưa , thầy thực sự chuyên tâm trong quá trình giảng dạy và các bài tập thầy đưa rất bổ ích , mang tính thực tiễn .",2,0,False
"giảng viên tạo nhiều bài tập , câu hỏi để mỗi thành viên trong lớp đều có thể tương tác .",2,0,False
thầy tạo ra nhiều hoạt động hay để áp dụng kiến thức vào bài học .,2,0,False
em nghĩ là cần thêm bài tập trên lớp và giải ngay trên lớp .,0,1,False
thầy trẻ mới ra trường nên rất nhiệt tình .,2,0,False
đôi khi quá nghiêm túc .,0,0,False
"Phòng học được trang bị đầy đủ, rất tiện cho việc học.",2,2,True
Tình trạng phòng thực hành là vậy.,1,2,True
"Cơ sở vật chất xuống cấp, cần sửa chữa gấp.",0,2,True
"Lớp đông ngột ngạt, nóng bức lắm ạ.",0,2,True
"nộp báo cáo sau khi thực hành , đăng lịch học lên moodle .",1,1,False
"thầy dạy hay , truyền đạt đủ kiến thức cho sinh viên .",2,0,False
đó là sự nhiệt huyết của cô wzjwz153 .,2,0,False
"giảng viên rất nhiệt tình , đúng giờ và nghiêm túc trong giảng dạy .",2,0,False
"khi có sự cố về các môn học , thầy cũng gặp lớp để trao đổi , và giúp cho các thành viên trong lớp có hướng giải quyết tốt hơn ( không chỉ về môn học của thầy ) .",2,0,False
"Tình trạng máy tính phòng wzjwz241: Visual Studio khởi động rùa bò, bàn phím thì dở tệ.",0,2,True
sử dụng hiệu quả giờ học .,2,0,False
"quá ô nhiễm tiếng ồn , mệt mỏi và chán học !",0,2,False
"kiến thức cung cấp cho sinh viên khá ít cũng như chỉ trong khuôn mẫu , cần có thêm nhiều kiến thức cho thực tế , để các sinh viên thuộc các khoa khác nắm rõ hơn và có thể tìm hiểu và xử lý trong cuộc sống nếu gặp phải .",0,1,False
Cứ vào phòng học là mic lại bị hư.,0,2,True
Học xong môn này mà kiến thức chả đọng lại là bao.,0,3,True
thầy chưa biết sử dụng hệ thống courses để thông báo tin tức cho học sinh .,0,0,False
nên đổi mới tài liệu .,0,1,False
nội dung môn học nên được cập nhật .,0,1,False
"thầy vui tính , giảng bài dễ hiểu , chỉ dẫn tận tình .",2,0,False
tập trung làm nổi bật ý nghĩa và mục tiêu môn học .,0,0,False
"nhiệt tình , truyền đạt tốt , phương pháp giảng dạy tốt .",2,0,False
nên thay máy chiếu và âm thanh tại phòng wzjwz154 .,0,2,False
Em đã nắm được những kiến thức cơ bản về môn học rồi ạ.,2,1,True
em xin lỗi nhưng đó là sự thật .,0,3,False
Phòng máy cần cài mấy phần mềm hỗ trợ môn học cho đầy đủ.,0,2,True
giảng viên chỉ nói những gì có trong slide bài giảng mà không giảng thêm .,0,0,False
cô dạy hay nhưng hơi nhanh .,1,0,False
phong cách giảng bài của thầy rất gần gũi với sinh viên !,2,0,False
"cập nhật , cập nhật !",1,3,False
"giảng viên vui vẻ , vô cùng nhiệt tình .",2,0,False
"giảng viên chưa đi sâu vào bản chất của vấn đề , em chỉ học thôi mà không biết bản chất của nó là gì nó có ứng dụng gì sau này cho chuyên nghành của em .",0,0,False
cũng hài lòng .,1,3,False
cô dạy quá hay rồi .,2,0,False
"giáo viên nhiệt tình , giảng dạy tốt giúp truyền đạt kiến thức tới sinh viên .",2,0,False
cách truyền đạt hay và cuốn hút .,2,0,False
giảng viên dạy toàn bộ bằng slide tiếng anh khiến sinh viên cảm thấy ngợp và khó hiểu được vấn đề cũng như hiểu được kỹ từng bài học .,0,0,False
thầy dạy khá kỹ .,2,0,False
Nên để GV trực tiếp giữ chìa khóa phòng TH.,1,2,True
môn học cần tổng hợp các kiến thức vào đầu năm để sinh viên có thể nắm bắt theo dõi khi không may nghỉ học một buổi vì lý do chính đáng .,0,1,False
visual studio của các máy trong phòng máy đã hết hạn .,0,2,False
"do học kỳ này em không thể đến lớp học môn này , nên em không thể đưa ra ý kiến gì thêm .",1,3,False
phòng wzjwz98 dãy nhà wzjwz99 buổi chiều quá nóng và nắng !,0,2,False
"chép bài rất nhiều , lãng phí thời gian nghe giảng .",0,0,False
"hi vọng khi truyền đạt một ý nào đó thầy nói ngay vào trọng tâm , tránh mở bài quá dài dòng làm người nghe khó nắm bắt và chọn lọc nội dung .",0,0,False
giảng viên cần chú ý nhiều vào phân bổ thời lượng giảng dạy .,0,0,False
"thầy dạy dễ hiểu , rất nhiệt tình trả lời giải đáp của sinh viên .",2,0,False
kiến thức học luôn được liên hệ với thực tế .,2,1,False
"giảng viên nhiệt tình , bài giảng thu hút .",2,0,False
"đồng ý là sinh viên thì tự học là chính , giảng viên là người hướng dẫn , nhưng mà tại lớp này giảng viên chẳng hướng dẫn được gì , cứ thao thao bất tuyệt đọc slide trên lớp xong về việc này tự sinh viên chúng em cũng làm được , giảng dạy kho hiểu , khô khan , demo không rõ ràng .",0,0,False
Môn học này hơi bị chán ạ.,0,1,True
"slide môn học một số phần dịch từ tiếng anh khó hiểu , không rõ ràng .",0,1,False
"cách dạy còn khô khan , nhàm chán , không tạo được cho sinh viên sự hào hứng .",0,0,False
Nên có thêm các buổi seminar để sv đào sâu kiến thức chuyên ngành ngoài môn học.,0,1,True
oop khá phức tạp nên cần nhiều ví dụ .,0,1,False
"giọng nói nghe hay , slide đẹp .",2,0,False
"dạy hay nhưng chưa tích cực lắm , cần có phương thức dạy sôi nổi , vui tươi , tận tình hơn một chút sẽ rất hoàn chỉnh .",0,0,False
Nên có thêm code demo để hướng dẫn phương pháp làm bài.,0,1,True
"thầy giảng hơi khó hiểu , thầy cần chủ động mở nhiều cuộc tranh luận với sinh viên .",0,0,False
"giảng viên dạy nhanh , đôi khi không bắt kịp bài .",0,0,False
"không biết thầy nào dạy chính thức , thầy nào dạy cũng nhiệt tình .",2,0,False
truyền đạt kiến thức dễ hiểu .,2,0,False
Tập làm bài thực hành giúp sv hiểu lý thuyết hơn.,1,1,True
Đề nghị nâng cấp phòng máy.,0,2,True
chưa có một tiết thực hành nào .,0,1,False
Giáo viên nghỉ dạy rồi thì còn ý kiến gì nữa.,0,3,True
tụi em cũng là người đóng học phí mà .,0,3,False
máy ở phòng thực hành quá tệ .,0,2,False
cô giảng bài hơi khó hiểu .,0,0,False
"nên tăng cường dạy từ vựng , bị hỏng kiến thức về từ vựng .",0,1,False
cần dạy dễ hiểu và tận tâm hơn .,0,0,False
Chất lượng môn học kém quá.,0,1,True
được rèn luyện kỹ năng giao tiếp tiếng anh cũng như cách tự học tốt ở nhà .,2,0,False
thầy khá là tận tâm trong việc truyền đạt kiến thức .,2,0,False
"cô giảng dễ hiểu , nhiệt tình .",2,0,False
"chỉ có mỗi giọng nói của giảng viên hơi khó nghe , nhưng sinh viên vẫn thông cảm vì điều đó là không thể nào thay đổi được .",0,0,False
"Sau khi học 2 môn wzjwz168 và wzjwz87 với thầy wzjwz88 (lý thuyết) và thầy wzjwz89 (thực hành), em có vài nhận xét.",1,3,True
giảng viên nghỉ 3 ngày không có lý do .,0,0,False
"cô dạy có tâm , post tài liệu và bài tập lên moodle rất đầy đủ .",2,0,False
"cách giảng bài dễ hiểu , hay .",2,0,False
Phòng thực hành xịn sò lắm.,2,2,True
cần phương pháp học môn này .,0,1,False
"giảng viên thường xuyên đi trễ , việc giảng dạnh luôn bị kéo dài vì giảng viên quá nhiệt tình .",0,0,False
em rất vui khi được học tập dưới sự giảng dạy tận tâm của cô .,2,0,False
Giảng viên hoàn thành đúng số tiết học.,1,0,True
Trường nên tổ chức nhiều hội thảo hơn cho sv.,0,3,True
phòng hội trường nóng nực .,0,2,False
mong nhà trường xem xét lại để có sự nhất quán trong công tác dạy và chấm thi .,0,1,False
"cần đảm bảo thời lượng của môn học , lịch học thông báo nghĩ quá nhiều trong khi sắp xếp lịch học bù không hợp lý ảnh hưởng lớn đến kiến thức của sinh viên , công việc của sinh viên .",0,1,False
sự nhiệt tình giải đáp mọi thắc mắc của sinh viên .,2,0,False
dạy cụ thể từng bài tập .,2,0,False
"nghỉ rất nhiều , đa phần những buổi nghỉ là do sinh viên chờ 30 phút không thấy thầy lên mà giải tán .",0,0,False
Kiến thức được dạy rất trọng tâm ạ.,2,1,True
"ví dụ , dẫn chứng cụ thể sinh động liên kết bài học .",2,0,False
"Em nghĩ sv nên tự lo các chứng chỉ ngoại ngữ như TOEIC/IELTS, vì đã học AV1,2,3 rồi mà lại phải học thêm cái này thì tốn thời gian quá.",0,1,True
truyên đạt tốt .,2,0,False
"khả năng truyền đạt , giao tiếp rất kém , kiến thức không vững , thiếu khả năng tương tác với sinh viên .",0,0,False
"Không có gì đặc biệt, khá ổn.",1,3,True
giảng viên cần quan tâm đến sinh viên nhiều hơn .,0,0,False
giảng bài hơi chậm .,0,0,False
"giảng viên tận tâm , nhiệt tình , phương pháp giảng dạy của giảng viên giúp hiểu được và vận dụng được kiến thức .",2,0,False
"Sv khó thực hành vì phòng máy cũ quá, máy chậm, thiết bị hỏng, visual 2005 lạc hậu. Mong trường sớm nâng cấp.",0,2,True
nên có kho tài liệu và bài tập mẫu cho sinh viên tham khảo .,0,1,False
Nên có thêm nhiều buổi TH để môn học hiệu quả hơn.,0,1,True
Thầy giảng bài có vẻ hiền quá.,1,0,True
cần cho nhiều bài tập về nhà hơn nữa .,0,0,False
cách dạy môn này của giảng viên vô tình càng làm phân loại sinh viên ( giỏi càng giỏi hơn còn yếu rồi thì có muốn học cũng khó mà học được nên càng ngày càng yếu ) .,0,0,False
cô tận tâm với sinh viên .,2,0,False
nhiệt tình giúp sinh viên giải đáp thắc mắc .,2,0,False
"chưa có nhiều hoạt đọng nhóm hay thuyết trình , chưa được đi thực tế doanh nghiệp .",0,0,False
không hợp với cách giảng dạy .,0,0,False
cô dạy tận tâm .,2,0,False
cô nói nhanh quá !,0,0,False
tạo ra môi trường để sinh viên có cơ hội thực tập khả năng thuyết trình .,2,1,False
"thầy giải đáp thắc mắc của sinh viên nhiệt tình và đầy đủ , kiến thức nhiều và phong phú .",2,0,False
"môn học nên cho thêm nhiều dạng bài tập dưới dạng tiếng việt , vì trong giảng đường máy chiếu mờ , chữ tiếng anh nữa nhìn rất phiền phức cho những bạn ở sau !",0,1,False
"Máy tính ở phòng thực hành đã cũ, phòng Altera còn không có wifi, rất bất tiện khi học.",0,2,True
bài tập cần đa dạng hơn .,0,1,False
"giảng dạy tích cực , hiệu quả .",2,0,False
cô nhiệt tình trong việc giảng dạy và giúp đỡ sinh viên .,2,0,False
hay bận công việc đột xuất .,0,0,False
"Trường nên thường xuyên bảo dưỡng, nâng cấp lại mấy phòng máy đã xuống cấp rồi.",0,2,True
"đặc biệt cần thông tin cụ thể về những dụng cụ nào nhà trường phải có trách nhiệm cấp cho sinh viên và giảng viên , ví dụ như có trường hợp bút lông viết bảng xài qua vài học kỳ đã khô hết mực , bút mờ không viết được nhưng giảng viên và sinh viên không biết đến đâu để đổi hay thay bút mới nên dẫn đến có giảng viên đành nói chay , không ghi chép được gì , hoặc phải tự đi mua bút viết bảng mới để viết .",0,2,False
thầy dạy vui hiệu quả tận tình .,2,0,False
"dạy rất từ từ , chi tiết , cho nhiều bài tập .",2,0,False
"phương pháp giảng dạy của cô rất hay , đơn giản nhưng rất dễ hiểu , truyền đạt kiến thức tốt .",2,0,False
"hình thức giảng dạy hay , thông qua các mini game để truyền đạt kiến thức .",2,0,False
cho làm bài tập vận dụng kiến thức thường xuyên .,2,0,False
"hệ thống slide bài giảng chi tiết , rõ ràng .",2,1,False
"Với sv chuyên ngành mạng, em thấy không cần đi quá sâu vào lý thuyết, chỉ cần học những kiến thức nền tảng, thiết yếu thôi.",0,1,True
Có BT về nhà phải làm.,1,1,True
giảng dạy tốt .,2,0,False
Học xong môn này mà em chả nắm được gì.,0,3,True
"nhiệt tình , vui tính , hòa đồng , dễ gần gũi .",2,0,False
cần nâng cao chất lượng cơ sở vật chất hơn .,0,2,False
có lúc dạy khó hiểu .,0,0,False
cho làm nhiều bài tập .,0,1,False
Em hoàn thành đầy đủ bài tập rồi ạ.,1,1,True
bài tập rất tốt .,2,1,False
"Cơ sở vật chất phần thực hành chưa đáp ứng đủ, cần tăng thêm.",0,2,True
"thầy giảng dạy rất nhiệt tình , hiểu tâm lý sinh viên và rất vui tính .",2,0,False
nhiệt tình tận tâm và vui vẻ .,2,0,False
Phòng máy thực hành cần được nâng cấp gấp ạ.,0,2,True
đúng giờ hiệu quả chu đáo .,2,0,False
Trường nên bổ sung thêm tài liệu để sv dễ tìm đọc.,0,1,True
"Phòng AV có máy chiếu chất lượng kém, hình ảnh mờ.",0,2,True
cần cho sinh viên thảo luận nhiều hơn .,0,0,False
giáo viên truyền đạt kiến thức tốt .,2,0,False
giảng viên hướng dẫn thực hành cần nhiệt tình giúp đỡ sinh viên trong quá trình thực hành .,2,0,False
Trường nên đầu tư thêm thiết bị để tụi mình có đồ thực hành.,0,2,True
cô giảng dạy rất nhiệt tình .,2,0,False
"thang điểm của đề thi cuối kỳ không hợp lý , đề 4 câu nhưng nếu làm đúng hết 3 câu 1 , 2 và 4 vẫn chưa được 50% số điểm .",0,1,False
Nên gộp 2 lớp thực hành lại vì sv ít quá.,0,1,True
rất tận tâm và đảm bảo thời gian .,2,0,False
nhiều bài giảng hơn .,1,1,False
"nhiệt tình , khá dễ hiểu .",2,0,False
dạy theo sát chương trình .,2,0,False
Mọi người hình dung được chưa ạ?,1,3,True
nâng cấp quạt trần và máy chiếu của phòng học !,0,2,False
Cần tập trung hơn vào bt và thực hành về mạch.,0,1,True
nhiệt tình giảng dạy truyền đạt kiến thức .,2,0,False
"Máy chiếu bị mờ do phòng không có rèm, sv nhìn không rõ.",0,2,True
em không thể hình dung được gì từ slide của thầy .,0,0,False
mở rộng nhiều kiến thức liên quan .,2,1,False
"Môn này khó quá, mong trường bỏ bớt hoặc đơn giản hóa lại chương trình. Học nhiều mà chả hiểu gì thì phí.",0,1,True
"Thiết bị mạng để thực hành còn thiếu, sv ít có cơ hội tiếp xúc.",0,2,True
điểm làm đồ án nên trên 50% thì sẽ có tính thực tiễn hơn .,0,1,False
"Mấy phần cuối kỳ như chuỗi, cấu trúc cần nhiều bài tập dạng khác nhau hơn để sv dễ nắm.",0,1,True
"giảng dạy tận tình , lên lớp đầy đủ .",2,0,False
thực hành không liên quan gì lý thuyết .,0,1,False
"cô rất chu đáo , nhiệt tình .",2,0,False
"Phòng học nóng lắm ạ, với lại máy chiếu bị xa quá, sv đông nên nhìn khó thấy.",0,2,True
thầy dạy rất tốt cứ tiếp tục phát huy ạ !,2,0,False
giáo viên giảng bài hay .,2,0,False
"thưa , em rất hài lòng về các buổi học và sự hài hước của thầy .",2,0,False
giảng rất dễ hiểu .,2,0,False
"Thực hành nhanh hơn lý thuyết nên tụi em khó theo kịp bài, cần cân bằng hơn.",0,1,True
nếu như thế thì giáo viên lý thuyết có thể đưa bài thực hành cho sinh viên làm mà không cần đến giảng viên thực hành .,0,0,False
toàn phải đi học ké lớp khác .,0,3,False
cần post thêm nhiều bài tập liên quan đến nội dung môn học trên web để sinh viên thuận tiện down về và làm .,0,1,False
không !,1,3,False
"nên có nhiều tài liệu hay và cập nhật hơn , sát với môn học hơn .",0,1,False
nắm bắt tâm lý sinh viên và có khiếu hài hước .,2,0,False
"giảng viên lên lớp đúng giờ , tận tâm với sinh viên và nhiệt tình giảng dạy , hướng dẫn .",2,0,False
"vui tính , hay kể chuyện cười cho học sinh .",2,0,False
giáo viên vui vẻ .,2,0,False
"Phòng thực hành giờ chỉ để gv chấm bài, chứ sv đâu dùng được để thực hành đâu.",0,2,True
"Deadline bài tập quá gấp, học chiều mà tối cùng ngày phải nộp rồi (23h59p).",0,1,True
"chương trình dạy và kiến thức của thầy cực kỳ tốt , ứng đáp trôi trải với câu hỏi các bạn sinh viên .",2,0,False
"cô cũng khuyến khích seminar để tăng khả năng sinh bày của sinh viên , trong quá trình trình bày hoặc xây dựng nội dung trình bày cô luôn tận tình giúp đỡ nếu có khó khăn từ phía sinh viên đó .",2,0,False
chúc cô mẹ tròn con vuông nha !,2,0,False
"Nên đổi phòng thực hành, thiết bị chán quá, ảnh hưởng việc học tụi em.",0,2,True
"phương pháp dạy hay , tân tâm , nhiệt tình .",2,0,False
môn học quá nặng cho một ngành không chuyên toán như công nghệ thông tin .,0,1,False
thầy vui lòng soạn slide bài giảng để tụi em có thể ôn bài ở nhà .,0,0,False
"Khoảng một nửa môn học được dành cho kiến thức chuyên sâu về công nghệ dotnet doubledot, giống như yêu cầu của đồ án cuối kỳ.",1,1,True
minh họa thực tiễn bài học trên máy tính giúp sinh viên hiểu rõ vấn đề .,2,0,False
giảng dạy nhanh .,0,0,False
"cô xinh , dạy tốt .",2,0,False
tích cực .,2,3,False
"Cách học này hiệu quả thật, nhưng em hơi lo kiến thức các bạn trình bày có chuẩn với mới không.",1,1,True
đề khó colonbigsmile .,0,1,False
tăng thời gian học vì anh văn là môn học khó .,0,1,False
giảng viên tích cực hỗ trợ sinh viên và giải đáp thắc mắc .,2,0,False
"Thiết bị dạy học ở trường còn cũ, chưa đáp ứng tốt.",0,2,True
Thầy/cô hay kể chuyện ngoài lề trong giờ học.,1,0,True
Gv khá nghiêm.,1,0,True
thực hành sớm hơn so với lý thuyết dẫn đến nhiều khó khăn cho sinh viên .,0,1,False
cô cho bài tập trắc nghiệm về nhà trên moodle .,1,1,False
"P.học chật quá, máy chiếu cũng mờ, khó nhìn bài.",0,2,True
giảng viên không bao giờ nghỉ buổi nào .,2,0,False
chia lớp theo đúng khả năng !,1,1,False
em cảm thấy không có gì không hài lòng cả vì thầy dạy hay .,2,0,False
Máy chiếu ở vài phòng Anh văn bị mờ quá.,0,2,True
"Phòng thực hành nhiều máy hư quá, chuột hỏng, Visual Studio thì bản cũ rích, khó học lắm.",0,2,True
"Máy móc ở phòng máy chán quá, nhiều con cứ đơ với ko lên nguồn.",0,2,True
"Vì phải đi học quốc phòng năm nhất nên việc học bị ngắt quãng, hơi khó chịu.",0,1,True
"cơ sở vật chất , phỏng máy không đủ phích cắm cho dụng cụ thực hành và số lượng sinh viên , máy còn tiềm ẩn nhiều virus .",0,2,False
"giảng viên truyền đạt khó hiểu , có lúc nói nhanh , có lúc nói chậm , giọng khó nghe , hay bị ngọng .",0,0,False
thầy đi trễ rất nhiều lần .,0,0,False
thầy chỉ dạy nhiệt tình những chỗ sinh viên chưa nắm rõ .,2,0,False
"Slide bài giảng hơi khó hiểu, mong gv có thể giải thích rõ hơn.",0,1,True
lớp này không phải wzjwz124 hướng dẫn thực hành .,0,3,False
Môn này cần thêm tài liệu tự học và bài giảng.,0,1,True
"nhiệt tình , tân tâm .",2,0,False
"rất thích học thầy vì thầy dạy dễ hiểu , thẳng thắn , quyết đoán và dạy những thứ thực tế .",2,0,False
Trang thiết bị kém quá.,0,2,True
"Nên có thực hành mỗi buổi, học lý thuyết xong thực hành liền sẽ hiệu quả cao hơn.",0,1,True
Phòng thực hành cần thêm kit.,0,2,True
chưa sử dụng giờ lên lớp hiệu quả .,0,0,False
Điều này thực sự hỗ trợ rất nhiều cho việc học của chúng em.,2,3,True
"cô tận tâm , nhiệt tình , phương pháp dạy dễ hiểu .",2,0,False
cho bài tập đầy đủ .,2,0,False
"Sv trường wzjwz80 tụi em bị đánh giá thấp hơn hẳn sv trường wzjwz81, wzjwz82 ạ.",0,3,True
Môn này nên có thêm lớp TH để được hướng dẫn cài thuật toán.,0,1,True
Cơ sở vật chất phòng máy chưa tốt lắm.,0,2,True
Mong thầy vẫn duy trì phong độ như vậy ạ.,1,0,True
có thể do đặc thù môn học với cách giảng dạy nên hơi khó hiểu .,0,0,False
nên phân chia lại tỷ lệ các hình thức kiểm tra trong điểm trung bình .,0,1,False
"các phần nội dung được đề cập trong môn học được thầy truyền đạt theo phương pháp riêng một cách đơn giản , dễ hiểu .",2,0,False
"vui vẻ , giảng dạy tận tình .",2,0,False
em rất thích cách dạy và tận tình giúp đỡ từng sinh viên của thầy .,2,0,False
Chương trình học nên tăng cường thực hành nói.,0,1,True
thầy dạy cho nghỉ nhiều .,0,0,False
nói chung em không hài lòng với năng lực giảng dạy của thầy wzjwz164 .,0,0,False
